,Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,CVM,CVM Normalized,Customer Segment,Churn Risk,Churn Risk Normalized,Adjusted Customer Status
1912,2788-CJQAQ,Male,39,No,0,Winton,95388,37.421299,-120.599587,0,13,Offer D,Yes,22.31,No,No,,,,,,,,,,,One Year,No,Mailed Check,19.45,270.2,0.0,0,290.03,560.23,Stayed,,,0.12008848777671421,0.1241484601924701,Low Value,-0.13940000000000002,0.3485799431074186,Stayed Safe
1913,2789-CZANW,Female,49,Yes,1,Dublin,94568,37.713926,-121.928425,7,64,Offer B,Yes,21.16,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3,6997.3,0.0,0,1354.24,8351.54,Stayed,,,0.8082001693400572,0.8355239407912464,High Value,-0.9634999999999999,0.16252765611595252,Stayed Safe
1914,2789-HQBOU,Male,60,No,0,Bakersfield,93306,35.449881,-118.841442,0,3,Offer E,Yes,49.63,No,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,0.0,0,148.89,402.69,Joined,,,0.12324524059133657,0.12741193705356854,Low Value,2.5602000000000005,0.9580530094369439,Joined @ Risk
1915,2790-XUYMV,Male,19,No,1,Mount Hamilton,95140,37.382909,-121.634151,0,71,None,Yes,31.89,Yes,Yes,Fiber Optic,30.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,85.45,6028.95,0.0,0,2264.19,8293.14,Stayed,,,0.6082802923256909,0.6288451379125723,High Value,0.2268,0.4312547974895019,Stayed Safe
1916,2791-SFVEW,Female,63,No,0,Los Angeles,90013,34.044639,-118.240413,0,9,Offer E,Yes,34.79,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.15,238.15,0.0,0,313.11,551.26,Stayed,,,0.0927652126350335,0.09590143502747663,Low Value,0.658,0.5286043256422991,Stayed @ Risk
1917,2792-LSHWX,Female,49,No,0,Fremont,94555,37.555473,-122.080312,0,1,None,Yes,43.06,No,Yes,Fiber Optic,9.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.4,83.4,0.0,0,43.06,126.46,Joined,,,0.11284573894282632,0.11666084725025479,Low Value,1.3096,0.6757122860884092,Joined @ Risk
1918,2792-VPPET,Male,28,No,0,San Gabriel,91776,34.089927,-118.095645,0,3,None,Yes,37.01,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.5,76.95,0.0,0,111.03,187.98,Joined,,,0.0509345609796861,0.05265656544834641,Low Value,1.0603,0.6194292680724252,Joined @ Risk
1919,2794-XIMMO,Male,61,Yes,0,Rancho Cucamonga,91737,34.245289,-117.642503,1,53,None,No,,,Yes,DSL,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,60.45,3184.25,0.0,0,0.0,3184.25,Churned,Price,Lack of affordable download/upload speed,0.4826278980147434,0.49894466566908674,High Value,-0.06010000000000004,0.3664830451076895,Churned
1920,2796-NNUFI,Female,56,Yes,0,Palos Verdes Peninsula,90274,33.788208,-118.404955,1,46,None,Yes,30.47,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.95,927.1,0.0,0,1401.62,2328.72,Stayed,,,0.3844000845319046,0.3973959492372338,High Value,-0.52,0.26265408407459245,Stayed Safe
1921,2796-UUZZO,Male,30,Yes,2,Redding,96002,40.527834,-122.318749,9,63,Offer B,Yes,18.88,No,Yes,Fiber Optic,48.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.3,4896.35,0.0,40,1189.44,6125.79,Stayed,,,0.8275382237526365,0.8555157795002475,High Value,0.07780000000000001,0.3976159299227886,Stayed Safe
1922,2798-NYLMZ,Male,29,Yes,0,Los Banos,93635,36.995162,-120.955099,10,71,Offer A,Yes,31.97,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.55,7616.0,0.0,0,2269.87,9885.87,Stayed,,,0.9493209905702726,0.9814157992132099,High Value,-1.0704000000000002,0.13839346186842458,Stayed Safe
1923,2799-ARNLO,Female,67,Yes,0,Bonsall,92003,33.290907,-117.202895,0,5,Offer E,Yes,9.56,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,69.35,341.6,0.0,0,47.8,389.4,Stayed,,,0.12403956424631933,0.1282331153403992,Low Value,1.5962999999999998,0.7404388856278501,Stayed @ Risk
1924,2799-TSLAG,Female,25,Yes,3,Irvine,92618,33.667145,-117.732135,9,65,None,Yes,34.03,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.3,1748.55,0.0,0,2211.95,3960.5,Stayed,,,0.7751718138585362,0.8013789569411337,High Value,-0.8210999999999999,0.19467647988440873,Stayed Safe
1925,2800-QQUSO,Male,48,No,0,Riverside,92505,33.920907,-117.489426,0,42,None,Yes,25.69,Yes,Yes,Fiber Optic,13.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.3,4222.95,0.0,0,1078.98,5301.93,Stayed,,,0.42199668778583044,0.43626362497248583,High Value,1.0435999999999996,0.6156590057344108,Stayed @ Risk
1926,2800-VEQXM,Female,48,No,0,Lebec,93243,34.845861,-118.885163,0,3,None,Yes,12.5,No,Yes,Fiber Optic,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.1,38.84,0,37.5,236.76,Joined,,,0.116479329048726,0.12041728240044836,Low Value,2.1657,0.8689890278593037,Joined @ Risk
1927,2801-NISEI,Male,28,No,0,Mt Baldy,91759,34.231318,-117.662032,0,24,None,Yes,30.07,No,Yes,DSL,69.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.95,1348.5,0.0,0,721.68,2070.18,Stayed,,,0.2404443228953006,0.2485733062520992,Low Value,0.5675,0.5081726644692283,Stayed @ Risk
1928,2804-ETQDK,Male,57,No,2,Ventura,93004,34.278697,-119.167798,0,66,None,Yes,20.63,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.55,1357.1,17.14,0,1361.58,2701.54,Stayed,,,0.4946569427351596,0.5113803904190124,High Value,-0.6561,0.23192757484083626,Stayed Safe
1929,2805-AUFQN,Female,42,No,0,Traver,93673,36.456091,-119.486225,0,25,Offer C,Yes,13.93,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.8,475.2,0.0,0,348.25,823.45,Stayed,,,0.20501839950164852,0.2119496970981906,Low Value,-0.5743,0.25039508737074995,Stayed Safe
1930,2805-EDJPQ,Female,45,Yes,0,San Diego,92124,32.827238,-117.089287,9,56,None,Yes,20.53,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,5608.4,0.0,0,1149.68,6758.08,Stayed,,,0.8017419097304234,0.8288473392209939,High Value,-0.5097,0.26497945545672097,Stayed Safe
1931,2806-MLNTI,Male,79,Yes,0,White Water,92282,33.972293,-116.654195,4,52,None,Yes,29.15,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.1,5376.4,0.0,0,1515.8,6892.2,Stayed,,,0.6234711010004323,0.6445495200807793,High Value,-0.0446,0.3699823903914751,Stayed Safe
1932,2808-CHTDM,Female,47,Yes,2,Los Angeles,90024,34.066303,-118.435479,4,23,None,Yes,35.86,Yes,No,,,,,,,,,,,Two Year,No,Mailed Check,25.1,611.45,0.0,0,824.78,1436.23,Stayed,,,0.3225898697076053,0.3334960439534693,Low Value,-0.8425000000000001,0.18984512575066598,Stayed Safe
1933,2809-ILCYT,Female,56,Yes,0,Sequoia National Park,93262,36.527243,-118.594938,10,25,None,Yes,3.6,Yes,No,,,,,,,,,,,One Year,Yes,Credit Card,26.8,733.55,0.0,0,90.0,823.55,Stayed,,,0.5266071020612249,0.5444107262711075,High Value,-0.7815,0.20361674267395133,Stayed Safe
1934,2809-ZMYOQ,Female,33,No,0,Camptonville,95922,39.432127,-121.099287,0,32,None,Yes,41.53,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,3334.9,0.0,0,1328.96,4663.86,Stayed,,,0.3528427609888023,0.3647717302283621,Low Value,1.1974,0.6503815415180385,Stayed @ Risk
1935,2810-FTLEM,Female,21,No,0,Los Angeles,90036,34.070291,-118.349191,0,16,None,Yes,14.26,No,Yes,DSL,53.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,762.25,0.0,0,228.16,990.41,Churned,Competitor,Competitor offered higher download speeds,0.17830694197547747,0.1843351739847292,Low Value,1.1358000000000001,0.6364744660676389,Churned
1936,2811-POVEX,Female,74,Yes,3,Live Oak,95953,39.258746,-121.77697,4,23,None,Yes,2.03,No,Yes,Fiber Optic,53.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,88.45,2130.55,0.0,0,46.69,2177.24,Stayed,,,0.39912924403338734,0.4126230747168916,High Value,0.05030000000000004,0.39140741409671737,Stayed Safe
1937,2812-ENYMO,Male,22,No,0,Orick,95555,41.336354,-124.044354,0,26,Offer C,No,,,Yes,Cable,82.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.55,1362.85,0.0,0,0.0,1362.85,Stayed,,,0.25404555054165334,0.26263436656090733,Low Value,-0.26770000000000005,0.319614394726148,Stayed Safe
1938,2812-REYAT,Female,56,Yes,0,Chilcoot,96105,39.872961,-120.198876,3,49,None,Yes,22.1,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.05,923.1,0.0,0,1082.9,2006.0,Stayed,,,0.46827392757052266,0.4841054137033894,High Value,-0.5173,0.26326364744660674,Stayed Safe
1939,2812-SFXMJ,Male,46,No,3,Hat Creek,96040,40.789799,-121.474529,0,1,None,Yes,7.66,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,7.66,27.71,Joined,,,0.03630636461704423,0.03753381648683251,Low Value,0.6889000000000001,0.5355804397886845,Joined @ Risk
1940,2815-CPTUL,Male,68,No,0,Gasquet,95543,41.867908,-123.794144,0,5,None,Yes,2.27,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,Churned,Price,Price too high,0.12512694288709605,0.12935725626679354,Low Value,1.5872,0.7383844312999501,Churned
1941,2817-LVCPP,Female,36,No,0,Sacramento,95822,38.512569,-121.495184,0,50,None,Yes,12.62,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.4,1023.95,0.0,0,631.0,1654.95,Stayed,,,0.38059145813391676,0.3934585601376413,High Value,-0.6551,0.23215333905269336,Stayed Safe
1942,2817-NTQDO,Male,52,No,0,Huntington Beach,92646,33.666301,-117.969501,0,13,Offer D,No,,,Yes,DSL,17.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,45.55,597.0,0.0,0,0.0,597.0,Churned,Dissatisfaction,Poor expertise of online support,0.15162246835923848,0.1567485470579053,Low Value,0.5633999999999999,0.507247031200614,Churned
1943,2819-GWENI,Female,64,Yes,1,Hayward,94542,37.656695,-122.048361,9,28,Offer C,Yes,21.91,No,No,,,,,,,,,,,One Year,No,Credit Card,19.9,543.0,0.0,0,613.48,1156.48,Stayed,,,0.5080841617321858,0.5252615591639079,High Value,-1.0806,0.13609066690748184,Stayed Safe
1944,2821-WARNZ,Female,25,No,1,Buena Park,90620,33.845706,-118.012204,0,49,None,Yes,45.64,No,No,,,,,,,,,,,One Year,No,Credit Card,19.45,921.3,0.0,0,2236.36,3157.66,Stayed,,,0.3736096145372776,0.38624067316217153,High Value,-0.4919,0.268998058427778,Stayed Safe
1945,2823-LKABH,Female,51,No,0,Rancho Mirage,92270,33.763678,-116.429928,0,18,None,Yes,7.42,Yes,Yes,Fiber Optic,12.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1679.4,38.65,0,133.56,1774.31,Stayed,,,0.24663956120759073,0.25497799425538464,Low Value,0.9373000000000001,0.5916602700139972,Stayed @ Risk
1946,2824-DXNKN,Female,26,Yes,1,Santa Cruz,95065,37.031404,-121.981865,8,72,Offer A,Yes,38.99,Yes,Yes,Cable,73.0,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0.0,0,2807.28,7833.13,Stayed,,,0.8489128174953418,0.8776130092141436,High Value,-0.6759000000000001,0.22745744344606494,Stayed Safe
1947,2824-MYYBN,Female,43,Yes,2,Bakersfield,93313,35.140938,-119.051348,0,37,None,Yes,1.6,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3314.15,0.0,0,59.2,3373.35,Stayed,,,0.38068401780694955,0.39355424908414804,High Value,1.1837,0.6472885718155956,Stayed @ Risk
1948,2826-DXLQO,Male,80,Yes,0,El Cerrito,94530,37.924838,-122.289145,10,7,Offer E,No,,,Yes,DSL,13.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.8,220.45,11.83,0,0.0,208.62,Stayed,,,0.4034711341501988,0.41711175620757124,High Value,0.4517,0.4820291687361719,Stayed @ Risk
1949,2826-UWHIS,Male,64,Yes,0,Sequoia National Park,93262,36.527243,-118.594938,4,45,Offer B,Yes,1.59,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.4,3775.85,0.0,0,71.55,3847.4,Stayed,,,0.5455410221454253,0.563984767608287,High Value,0.40180000000000005,0.4707635345645008,Stayed @ Risk
1950,2828-SLQPF,Male,53,No,0,San Marino,91108,34.122671,-118.112911,0,19,None,Yes,29.52,No,Yes,DSL,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,865.85,22.55,0,560.88,1404.18,Stayed,,,0.19321148031663551,0.19974360754228124,Low Value,1.3431,0.6832753871856233,Stayed @ Risk
1951,2829-HYVZP,Male,42,No,0,Fairfax,94930,37.971751,-122.611873,0,29,None,Yes,46.12,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.8,572.2,0.0,0,1337.48,1909.68,Stayed,,,0.23318741358615552,0.24107105409482404,Low Value,-0.3379,0.303765747053777,Stayed Safe
1952,2830-LEWOA,Male,37,Yes,1,Jamestown,95327,37.84771,-120.486589,3,61,Offer B,Yes,43.08,No,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,0.0,0,2627.88,9077.03,Stayed,,,0.6540884131897395,0.6762019476690271,High Value,-0.8179,0.19539892536235157,Stayed Safe
1953,2831-EBWRN,Male,46,No,0,Altadena,91001,34.196837,-118.142236,0,4,Offer E,Yes,33.93,No,Yes,Cable,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-8.0,199.75,0.0,0,135.72,335.47,Stayed,,,0.023543157542884056,0.024339108695018045,Low Value,2.0140000000000002,0.834740596920576,Stayed @ Risk
1954,2832-KJCRD,Female,22,No,0,Los Angeles,90071,34.052917,-118.255178,0,38,Offer C,Yes,23.95,Yes,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.65,3988.5,0.0,140,910.1,5038.6,Stayed,,,0.3978751386419922,0.41132657031298675,High Value,0.7891,0.5582020138167697,Stayed @ Risk
1955,2832-SCUCO,Female,52,No,0,Kirkwood,95646,38.631489,-120.015167,0,2,Offer E,Yes,26.9,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.9,57.4,0.0,0,53.8,111.2,Joined,,,0.0431673883647082,0.04462679891492516,Low Value,1.2714,0.6670880931954666,Joined @ Risk
1956,2833-SLKDQ,Male,23,No,0,Caspar,95420,39.361283,-123.784599,0,1,None,Yes,48.03,No,Yes,Cable,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,0.0,0,48.03,93.08,Churned,Competitor,Competitor had better devices,0.06651132686084142,0.06875995333111912,Low Value,1.7198,0.7683207657922064,Churned
1957,2834-JKOOW,Female,60,No,0,Gerber,96035,40.03194,-122.176023,0,15,Offer D,No,,,Yes,DSL,25.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,45.9,693.45,16.27,0,0.0,677.18,Stayed,,,0.16612984487290516,0.17174639147204207,Low Value,-0.34030000000000005,0.30322391294531986,Stayed Safe
1958,2834-JRTUA,Male,30,No,0,Martinez,94553,38.014457,-122.115432,0,71,Offer A,Yes,49.42,Yes,Yes,Fiber Optic,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0.0,0,3508.82,11040.97,Churned,Competitor,Competitor had better devices,0.6355855781940836,0.6570735656198075,High Value,-0.34560000000000013,0.30202736262247704,Churned
1959,2834-SPCJV,Male,40,Yes,0,Rough And Ready,95975,39.225634,-121.156163,1,52,None,Yes,38.37,No,Yes,Fiber Optic,14.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.1,4348.65,0.0,0,1995.24,6343.89,Churned,Competitor,Competitor had better devices,0.5041595387762488,0.5212042518746235,High Value,0.8235000000000002,0.5659683027046551,Churned
1960,2839-RFSQE,Female,60,No,0,Rancho Mirage,92270,33.763678,-116.429928,0,2,Offer E,Yes,24.71,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20.65,38.7,0.0,0,49.42,88.12,Churned,Attitude,Attitude of support person,0.04407353723202212,0.045563583020253755,Low Value,1.3289,0.6800695353772519,Churned
1961,2840-XANRC,Male,77,Yes,0,San Diego,92122,32.85723,-117.209774,1,24,Offer C,Yes,16.1,No,Yes,Cable,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.15,2231.05,0.0,0,386.4,2617.45,Churned,Competitor,Competitor made better offer,0.31791063651695406,0.32865861443582084,Low Value,0.9044000000000001,0.5842326274438976,Churned
1962,2842-BCQGE,Male,39,No,0,San Diego,92139,32.677716,-117.047666,0,43,Offer B,Yes,19.66,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,0.0,0,845.38,4006.78,Stayed,,,0.39889438898764756,0.4123802796510461,High Value,1.1673,0.6435860387411386,Stayed @ Risk
1963,2842-JTCCU,Male,27,No,0,Hopland,95449,38.93706,-123.118111,0,2,Offer E,Yes,29.69,No,Yes,Cable,52.0,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0.0,10,59.38,149.73,Churned,Attitude,Attitude of service provider,0.07476177887172007,0.07728933805404896,Low Value,2.3023000000000007,0.8998284191989886,Churned
1964,2843-CQMEG,Male,21,No,0,San Diego,92120,32.807867,-117.060993,0,24,Offer C,Yes,3.72,No,Yes,Cable,59.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.7,1218.25,0.0,0,89.28,1307.53,Stayed,,,0.2341012808241032,0.242015817514799,Low Value,1.1879,0.6482367815053957,Stayed @ Risk
1965,2845-AFFTX,Male,78,Yes,0,Westport,95488,39.724433,-123.767578,0,41,None,Yes,22.56,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,Churned,Dissatisfaction,Product dissatisfaction,0.4143503350198277,0.4283587629864417,High Value,1.0238,0.6111888743396396,Churned
1966,2845-HSJCY,Female,49,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,14,None,Yes,29.18,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,1258.6,0.0,0,408.52,1667.12,Churned,Competitor,Competitor made better offer,0.2403597302161503,0.24848585364898546,Low Value,1.2427,0.6606086603151666,Churned
1967,2845-KDHVX,Female,57,Yes,0,Sheridan,95681,38.984756,-121.345074,9,64,None,Yes,23.29,No,Yes,DSL,25.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,68.3,4378.8,0.0,0,1490.56,5869.36,Stayed,,,0.8200820953967406,0.8478075730641482,High Value,-0.8893000000000001,0.179279360635752,Stayed Safe
1968,2848-YXSMW,Male,38,Yes,0,Torrance,90503,33.840399,-118.353714,1,72,Offer A,Yes,49.5,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.4,1363.25,0.0,0,3564.0,4927.25,Stayed,,,0.5668341669118369,0.5859977947047772,High Value,-1.0634000000000001,0.13997381135142456,Stayed Safe
1969,2851-MMUTZ,Female,29,No,0,Tahoe Vista,96148,39.24124,-120.054765,0,27,None,Yes,1.31,No,Yes,Cable,53.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,0.0,0,35.37,1474.72,Stayed,,,0.2630209216463832,0.2719131785681001,Low Value,0.8970000000000004,0.5825619722761547,Stayed @ Risk
1970,2851-STERV,Male,79,No,0,Descanso,91916,32.912664,-116.635387,0,35,None,Yes,3.04,No,Yes,DSL,18.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,73.0,2471.25,0.0,0,106.4,2577.65,Stayed,,,0.3397170943677165,0.3512023087944162,Low Value,0.23989999999999995,0.4342123086648304,Stayed Safe
1971,2853-CWQFQ,Male,20,No,1,Eureka,95503,40.737431,-124.108897,0,1,None,Yes,41.39,No,Yes,Cable,48.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.55,59.55,0.0,0,41.39,100.94,Joined,,,0.08403020496224378,0.08687111270080534,Low Value,1.5416,0.7280895832392649,Joined @ Risk
1972,2856-HYAPG,Female,62,No,0,Platina,96076,40.367964,-122.937379,0,1,Offer E,Yes,12.4,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05,Churned,Price,Price too high,0.09502481121898598,0.09823742651212569,Low Value,2.5155000000000003,0.9479613491669299,Churned
1973,2856-NNASM,Male,74,No,0,Santa Rosa,95407,38.394091,-122.739814,0,43,None,Yes,39.12,No,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.55,3856.75,0.0,0,1682.16,5538.91,Churned,Dissatisfaction,Network reliability,0.41605080754212437,0.43011672537860096,High Value,1.4064999999999999,0.6975888382173656,Churned
1974,2858-EIMXH,Female,69,Yes,0,Vallejo,94592,38.093701,-122.276589,1,53,None,Yes,30.09,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,95.85,5016.25,18.85,0,1594.77,6592.17,Stayed,,,0.5253981245519602,0.5431608754405967,High Value,0.7258000000000001,0.5439111392062129,Stayed @ Risk
1975,2858-MOFSQ,Female,50,No,0,Rio Oso,95674,38.954144,-121.482536,0,17,None,Yes,24.31,Yes,Yes,DSL,21.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,55.85,937.5,0.0,0,413.27,1350.77,Churned,Price,Price too high,0.19223592688818997,0.19873507243438487,Low Value,0.8348999999999999,0.5685420147198265,Churned
1976,2860-RANUS,Female,67,No,0,Mc Kittrick,93251,35.38381,-119.730885,0,20,Offer D,Yes,29.29,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0.0,0,585.8,2313.3,Churned,Price,Price too high,0.2495482322196393,0.25798500212131537,Low Value,1.2065000000000001,0.6524359958459384,Churned
1977,2862-JVEOY,Male,33,No,0,Loma Mar,94021,37.266388,-122.26308,0,6,None,Yes,10.54,No,No,,,,,,,,,,,One Year,No,Credit Card,19.15,124.4,0.0,0,63.24,187.64,Stayed,,,0.07043025358190133,0.07281137180623005,Low Value,-0.35559999999999997,0.2997697205039057,Stayed Safe
1978,2862-PFNIK,Male,47,No,3,San Leandro,94578,37.704384,-122.126703,0,1,None,No,,,Yes,Cable,21.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,0.0,0,0.0,24.7,Joined,,,0.041924487594390505,0.043341877939869815,Low Value,2.1583,0.8673183726915608,Joined @ Risk
1979,2863-IMQDR,Female,52,No,0,San Diego,92130,32.957195,-117.202542,0,61,None,Yes,23.45,Yes,Yes,DSL,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,5308.7,0.0,0,1430.45,6739.15,Stayed,,,0.5429321907713812,0.5612877364108287,High Value,-0.6548,0.2322210683162505,Stayed Safe
1980,2865-TCHJW,Female,74,No,0,Anaheim,92807,33.848733,-117.788357,0,4,None,Yes,48.35,Yes,Yes,Cable,24.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,346.2,0.0,0,193.4,539.6,Churned,Competitor,Competitor had better devices,0.14098005074676756,0.1457463287456044,Low Value,1.3758,0.6906578769133516,Churned
1981,2866-IKBTM,Female,57,No,0,Dana Point,92629,33.477923,-117.705314,0,1,None,Yes,40.63,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,40.63,60.18,Joined,,,0.035702265372168286,0.036909293749946774,Low Value,0.6889000000000001,0.5355804397886845,Joined @ Risk
1982,2867-UIMSS,Male,24,No,0,Vernalis,95385,37.609095,-121.263381,0,1,None,Yes,35.77,No,Yes,Fiber Optic,69.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.5,80.5,0.0,0,35.77,116.27,Churned,Dissatisfaction,Product dissatisfaction,0.10934196332254585,0.11303861537631754,Low Value,2.0031,0.8322797670113332,Churned
1983,2868-LLSKM,Female,50,Yes,2,Escondido,92027,33.141265,-116.967221,1,68,Offer A,Yes,15.94,Yes,Yes,Fiber Optic,29.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.65,5733.4,46.99,0,1083.92,6770.33,Stayed,,,0.6162919057938886,0.6371276093979603,High Value,0.2091,0.4272587709396306,Stayed Safe
1984,2868-MZAGQ,Male,49,No,0,Modesto,95354,37.639029,-120.964772,0,1,Offer E,Yes,19.98,No,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.98,99.23,Churned,Dissatisfaction,Service dissatisfaction,0.10783171521035599,0.11147730853410322,Low Value,2.5602000000000005,0.9580530094369439,Churned
